0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
tt57091985,Love Thy Neighbor,Love Thy Neighbor,1959,30,"Comedy,Family",6.2,39,6,writer,written by,1,22,Nate Monaster,1911,1990,"writer,script_department"
tt20578786,Lucky Girl,Lucky Girl,1959,30,"Comedy,Family",7.4,26,6,writer,written by,2,15,Nate Monaster,1911,1990,"writer,script_department"
tt22119404,Marys Campaign,Marys Campaign,1959,30,"Comedy,Family",6.5,40,6,writer,written by,1,26,Nate Monaster,1911,1990,"writer,script_department"
tt26610212,The First Child,The First Child,1959,30,"Comedy,Family",7.0,30,6,writer,written by,2,5,Nate Monaster,1911,1990,"writer,script_department"
tt74575200,The Flowered Print Dress,The Flowered Print Dress,1959,30,"Comedy,Family",6.8,34,6,writer,written by,1,27,Nate Monaster,1911,1990,"writer,script_department"
tt58930851,The Grateful Patient,The Grateful Patient,1959,30,"Comedy,Family",6.0,31,6,writer,written by,1,32,Nate Monaster,1911,1990,"writer,script_department"
tt31434095,The Hero,The Hero,1959,30,"Comedy,Family",6.9,35,6,writer,story,1,30,Nate Monaster,1911,1990,"writer,script_department"
tt85245215,The Ideal Wife,The Ideal Wife,1959,30,"Comedy,Family",7.4,40,6,writer,written by,1,25,Nate Monaster,1911,1990,"writer,script_department"
tt27957736,The Report Card,The Report Card,1959,30,"Comedy,Family",7.8,40,6,writer,written by,1,23,Nate Monaster,1911,1990,"writer,script_department"
tt57559980,The Testimonial,The Testimonial,1959,30,"Comedy,Family",6.4,33,6,writer,written by,1,33,Nate Monaster,1911,1990,"writer,script_department"
tt90612313,Tomorrow Comes Too Soon,Tomorrow Comes Too Soon,1959,30,"Comedy,Family",6.7,32,6,writer,written by,1,35,Nate Monaster,1911,1990,"writer,script_department"
tt69121495,A Difference of Opinion,A Difference of Opinion,1959,30,"Comedy,Family",7.2,30,6,writer,written by,2,13,Nate Monaster,1911,1990,"writer,script_department"
tt58135406,Bentleys Economy Wave,Bentleys Economy Wave,1959,30,"Comedy,Family",6.6,10,7,writer,written by,2,9,Nate Monaster,1911,1990,"writer,script_department"
tt82109593,The Punishment,The Punishment,1959,30,"Comedy,Family",7.3,27,6,writer,written by,2,12,Nate Monaster,1911,1990,"writer,script_department"
tt11214193,Bilko in Outer Space,Bilko in Outer Space,1959,30,"Comedy,Family",8.0,29,9,writer,written by,4,34,Terry Ryan,1922,2001,"writer,director,miscellaneous"
tt87469624,Bilkos Sharpshooter,Bilkos Sharpshooter,1959,30,"Comedy,Family",7.6,24,8,writer,written by,4,22,Terry Ryan,1922,2001,"writer,director,miscellaneous"
tt95375363,The Weekend Colonel,The Weekend Colonel,1959,30,"Comedy,Family",8.0,35,9,writer,written by,4,36,Terry Ryan,1922,2001,"writer,director,miscellaneous"
tt42484932,Viva Bilko,Viva Bilko,1959,30,"Comedy,Family",6.9,27,9,writer,written by,4,20,Terry Ryan,1922,2001,"writer,director,miscellaneous"
tt56557036,Bilkos Small Car,Bilkos Small Car,1959,30,"Comedy,Family",7.9,25,9,writer,written by,4,30,Terry Ryan,1922,2001,"writer,director,miscellaneous"
tt21626093,Warrant Officer Papparelli,Warrant Officer Papparelli,1959,30,"Comedy,Family",7.8,24,9,writer,written by,4,25,Terry Ryan,1922,2001,"writer,director,miscellaneous"
tt97007661,Keep in Step,Keep in Step,1959,60,"Comedy,Family",8.7,11,10,writer,written by,4,17,Terry Ryan,1922,2001,"writer,director,miscellaneous"
tt51180526,Jeffs Double Life,Jeffs Double Life,1959,30,"Comedy,Family",7.2,37,6,writer,written by,1,16,Bill Manhoff,1919,1974,"writer,producer,script_department"
tt88492187,The Actor,The Actor,1959,30,"Comedy,Family",7.8,20,6,writer,written by,2,38,Bill Manhoff,1919,1974,"writer,producer,script_department"
