0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
tt45239164,A Run for the Money,A Run for the Money,1962,60,"Crime,Drama,Thriller",7.4,47,6,writer,writer,3,22,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt68199620,Dust Devil on a Quiet Street,Dust Devil on a Quiet Street,1962,60,"Crime,Drama,Thriller",7.7,53,7,writer,teleplay,4,11,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt89830666,One of the Most Important Men in the Whole World,One of the Most Important Men in the Whole World,1962,60,"Crime,Drama,Thriller",7.7,45,6,writer,teleplay,3,17,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt68312129,Portrait of a Painter,Portrait of a Painter,1962,60,"Crime,Drama,Thriller",7.8,79,6,writer,teleplay,3,14,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt64634838,Strike a Statue,Strike a Statue,1962,60,"Crime,Drama,Thriller",7.2,37,7,writer,teleplay,3,28,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt65943507,The Contract,The Contract,1962,60,"Crime,Drama,Thriller",6.5,52,7,writer,teleplay,3,16,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt36440361,To Walk Like a Lion,To Walk Like a Lion,1962,60,"Crime,Drama,Thriller",7.1,62,7,writer,teleplay,3,20,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt97864446,Today the Man Who Kills Ants Is Coming,Today the Man Who Kills Ants Is Coming,1962,60,"Crime,Drama,Thriller",8.6,63,6,writer,writer,3,21,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt69658460,1800 Days to Justice,1800 Days to Justice,1962,50,Adventure,7.1,64,9,writer,story supervisor,2,16,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt77645128,City of Wheels,City of Wheels,1962,51,Adventure,8.1,80,9,writer,story supervisor,2,17,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt84335916,A Feat of Strength,A Feat of Strength,1962,51,Adventure,6.3,50,6,writer,teleplay,2,30,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt69094207,A Long Piece of Mischief,A Long Piece of Mischief,1962,51,Adventure,8.0,82,10,writer,story supervisor,2,15,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt63887815,Arent You Surprised to See Me,Arent You Surprised to See Me,1962,51,Adventure,7.6,63,8,writer,story supervisor,2,19,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt21520206,Between Hello and Goodbye,Between Hello and Goodbye,1962,51,Adventure,7.4,70,8,writer,story supervisor,2,29,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt19784929,Blues for the Left Foot,Blues for the Left Foot,1962,51,Adventure,7.5,71,9,writer,story supervisor,2,22,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt98510228,Even Stones Have Eyes,Even Stones Have Eyes,1962,51,Adventure,8.4,82,9,writer,story supervisor,2,24,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt28194906,From an Enchantress Fleeing,From an Enchantress Fleeing,1962,51,Adventure,7.3,64,9,writer,story supervisor,2,32,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt51813604,Go Read the River,Go Read the River,1962,51,Adventure,7.1,67,8,writer,story supervisor,2,23,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt97572736,Hell Is Empty All the Devils Are Here,Hell Is Empty All the Devils Are Here,1962,51,Adventure,7.1,58,8,writer,story supervisor,2,31,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt35894790,How Much a Pound Is Albatross,How Much a Pound Is Albatross,1962,51,Adventure,7.7,83,8,writer,story supervisor,2,18,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt69275412,Kiss the Maiden All Forlorn,Kiss the Maiden All Forlorn,1962,51,Adventure,6.6,66,8,writer,story supervisor,2,26,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt32928862,Love Is a Skinny Kid,Love Is a Skinny Kid,1962,51,Adventure,8.5,108,8,writer,story supervisor,2,25,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt82072927,Shoulder the Sky My Lad,Shoulder the Sky My Lad,1962,51,Adventure,8.2,69,9,writer,story supervisor,2,21,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt90236512,There I Am  There I Always Am,There I Am  There I Always Am,1962,51,Adventure,7.5,71,8,writer,story supervisor,2,28,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt73388753,To Walk with the Serpent,To Walk with the Serpent,1962,50,Adventure,7.2,83,9,writer,story supervisor,2,14,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt60651408,Two on the House,Two on the House,1962,51,Adventure,7.6,74,9,writer,story supervisor,2,27,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt26399678,Welcome to the Wedding,Welcome to the Wedding,1962,50,Adventure,8.5,83,6,writer,written by,3,8,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt22474024,You Never Had It So Good,You Never Had It So Good,1962,52,Adventure,7.7,62,9,writer,story supervisor,2,20,Howard Rodman,1920,1985,"writer,miscellaneous,producer"
tt49897273,Bette Davis Debbie Reynolds the Osmond Brothers,Bette Davis Debbie Reynolds the Osmond Brothers,1962,60,Music,9.7,156,6,writer,writer,1,12,Sam Denoff,1928,2011,"writer,producer,miscellaneous"
tt79381249,The War Comes to Washoe,The War Comes to Washoe,1962,60,Western,6.9,90,6,writer,written by,4,7,Alvin Sapinsley,1921,2002,"writer,producer,actor"
tt78409178,One Lousy Wednesday,One Lousy Wednesday,1962,60,"Action,Crime,Drama",7.1,8,6,writer,written by,3,21,Alvin Sapinsley,1921,2002,"writer,producer,actor"
tt69775847,Three Blind Mice Part 1,Three Blind Mice Part 1,1962,60,"Action,Crime,Drama",7.4,10,6,writer,written by,3,24,Alvin Sapinsley,1921,2002,"writer,producer,actor"
tt63974611,Three Blind Mice Part II,Three Blind Mice Part II,1962,60,"Action,Crime,Drama",7.4,9,6,writer,written by,3,25,Alvin Sapinsley,1921,2002,"writer,producer,actor"
tt48290866,Behold a Pale Horse,Behold a Pale Horse,1962,60,Drama,9.6,10,7,writer,teleplay,1,21,Jack Laird,1923,1991,"producer,writer,actor"
tt42647641,Imagine a Long Bright Corridor,Imagine a Long Bright Corridor,1962,60,Drama,9.1,14,7,writer,writer,1,15,Jack Laird,1923,1991,"producer,writer,actor"
tt97074037,Lazarus,Lazarus,1962,30,Western,7.7,67,6,writer,written by,5,17,Jack Laird,1923,1991,"producer,writer,actor"
tt81905476,Silent Death Secret Death,Silent Death Secret Death,1962,30,Western,7.4,54,6,writer,written by,5,29,Jack Laird,1923,1991,"producer,writer,actor"
tt76804454,Justice in Hell,Justice in Hell,1962,30,Western,8.3,73,5,writer,writer,5,18,Jack Laird,1923,1991,"producer,writer,actor"
tt27838298,The Romance of Silver Pines,The Romance of Silver Pines,1962,30,"Comedy,Family",7.0,47,6,writer,written by,2,15,Jack Laird,1923,1991,"producer,writer,actor"
tt31687177,The Middle Man,The Middle Man,1962,60,Drama,7.0,7,7,writer,writer,1,19,David Friedkin,1912,1976,"producer,writer,director"
tt28425187,The Man from the Sea,The Man from the Sea,1962,75,Western,7.1,96,7,writer,writer,1,14,David Friedkin,1912,1976,"producer,writer,director"
tt22482679,Woman from White Wing,Woman from White Wing,1962,75,Western,8.0,124,7,writer,writer,1,2,David Friedkin,1912,1976,"producer,writer,director"
tt59230454,Hear the Mellow Wedding Bells,Hear the Mellow Wedding Bells,1962,60,Drama,8.0,9,8,writer,writer,1,8,David Rayfiel,1923,2011,"writer,script_department,miscellaneous"
tt43194692,A Miracle for St Francis,A Miracle for St Francis,1962,30,Western,7.6,67,7,writer,creator,6,10,Herb Meadow,1911,1995,"writer,producer"
tt36399963,Alice,Alice,1962,30,Western,7.9,76,7,writer,creator,5,27,Herb Meadow,1911,1995,"writer,producer"
tt83033025,Bandit,Bandit,1962,30,Western,7.5,60,7,writer,creator,5,35,Herb Meadow,1911,1995,"writer,producer"
tt43485939,Be Not Forgetful of Strangers,Be Not Forgetful of Strangers,1962,30,Western,8.2,109,5,writer,creator,6,15,Herb Meadow,1911,1995,"writer,producer"
tt67828321,Beau Geste,Beau Geste,1962,30,Western,8.2,72,7,writer,creator,6,5,Herb Meadow,1911,1995,"writer,producer"
tt72962305,Coming of the Tiger,Coming of the Tiger,1962,30,Western,7.6,65,6,writer,creator,5,31,Herb Meadow,1911,1995,"writer,producer"
tt84982290,Cream of the Jest,Cream of the Jest,1962,30,Western,7.1,65,7,writer,creator,5,34,Herb Meadow,1911,1995,"writer,producer"
tt15854863,Darwins Man,Darwins Man,1962,30,Western,7.4,59,6,writer,creator,5,32,Herb Meadow,1911,1995,"writer,producer"
tt63551627,Dont Shoot the Piano Player,Dont Shoot the Piano Player,1962,30,Western,8.1,70,7,writer,creator,5,26,Herb Meadow,1911,1995,"writer,producer"
tt86157362,Dream Girl,Dream Girl,1962,30,Western,7.2,77,5,writer,creator,5,22,Herb Meadow,1911,1995,"writer,producer"
tt17605948,Genesis,Genesis,1962,30,Western,8.3,153,5,writer,creator,6,1,Herb Meadow,1911,1995,"writer,producer"
tt59804579,Hobsons Choice,Hobsons Choice,1962,30,Western,7.6,60,7,writer,creator,5,30,Herb Meadow,1911,1995,"writer,producer"
tt76484855,Invasion,Invasion,1962,30,Western,7.2,50,6,writer,creator,5,33,Herb Meadow,1911,1995,"writer,producer"
tt53928269,Lazarus,Lazarus,1962,30,Western,7.7,67,7,writer,created by,5,17,Herb Meadow,1911,1995,"writer,producer"
tt91000494,The Mark of Cain,The Mark of Cain,1962,30,Western,7.6,66,7,writer,creator,5,19,Herb Meadow,1911,1995,"writer,producer"
tt57801827,Man Who Struck Moonshine,Man Who Struck Moonshine,1962,30,Western,7.6,70,5,writer,creator,5,28,Herb Meadow,1911,1995,"writer,producer"
tt71149877,Man in an Hourglass,Man in an Hourglass,1962,30,Western,7.6,68,8,writer,creator,6,12,Herb Meadow,1911,1995,"writer,producer"
tt44677270,Marshal of Sweetwater,Marshal of Sweetwater,1962,30,Western,7.9,76,7,writer,creator,6,11,Herb Meadow,1911,1995,"writer,producer"
tt74960105,Memories of Monica,Memories of Monica,1962,30,Western,8.0,75,7,writer,creator,6,7,Herb Meadow,1911,1995,"writer,producer"
tt52444733,One Two Three,One Two Three,1962,30,Western,7.2,65,7,writer,creator,5,23,Herb Meadow,1911,1995,"writer,producer"
tt76769157,Pandoras Box,Pandoras Box,1962,30,Western,7.4,69,6,writer,creator,5,36,Herb Meadow,1911,1995,"writer,producer"
tt29102061,Penelope,Penelope,1962,30,Western,7.0,72,7,writer,creator,6,13,Herb Meadow,1911,1995,"writer,producer"
tt42497263,Place for Abel Hix,Place for Abel Hix,1962,30,Western,8.2,71,8,writer,creator,6,4,Herb Meadow,1911,1995,"writer,producer"
tt67848626,Shootout at Hogtooth,Shootout at Hogtooth,1962,30,Western,7.4,61,6,writer,creator,6,9,Herb Meadow,1911,1995,"writer,producer"
tt18401606,Silent Death Secret Death,Silent Death Secret Death,1962,30,Western,7.4,54,7,writer,creator,5,29,Herb Meadow,1911,1995,"writer,producer"
tt68946381,Taylors Woman,Taylors Woman,1962,30,Western,7.8,82,6,writer,creator,6,2,Herb Meadow,1911,1995,"writer,producer"
tt63469531,The Bird of Time,The Bird of Time,1962,30,Western,7.5,60,7,writer,creator,6,6,Herb Meadow,1911,1995,"writer,producer"
tt68947497,The Exiles,The Exiles,1962,30,Western,7.7,61,7,writer,creator,5,20,Herb Meadow,1911,1995,"writer,producer"
tt84111831,The Fifth Bullet,The Fifth Bullet,1962,30,Western,8.4,84,7,writer,creator,6,3,Herb Meadow,1911,1995,"writer,producer"
tt85669616,The Hunt,The Hunt,1962,30,Western,6.6,74,7,writer,creator,5,21,Herb Meadow,1911,1995,"writer,producer"
tt52463273,Jonah and the Trout,Jonah and the Trout,1962,30,Western,7.2,63,8,writer,created by,5,37,Herb Meadow,1911,1995,"writer,producer"
tt34849713,The Knight,The Knight,1962,30,Western,7.5,58,7,writer,created by,5,38,Herb Meadow,1911,1995,"writer,producer"
tt22035840,Justice in Hell,Justice in Hell,1962,30,Western,8.3,73,6,writer,creator,5,18,Herb Meadow,1911,1995,"writer,producer"
tt53350177,The Predators,The Predators,1962,30,Western,8.3,72,7,writer,creator,6,8,Herb Meadow,1911,1995,"writer,producer"
tt86397224,The Trap,The Trap,1962,30,Western,8.0,58,7,writer,creator,5,25,Herb Meadow,1911,1995,"writer,producer"
tt16844514,The Treasure,The Treasure,1962,30,Western,8.2,79,7,writer,written by,6,16,Herb Meadow,1911,1995,"writer,producer"
tt18828186,The Waiting Room,The Waiting Room,1962,30,Western,8.4,76,7,writer,creator,5,24,Herb Meadow,1911,1995,"writer,producer"
tt96613181,Trial at Tablerock,Trial at Tablerock,1962,30,Western,8.3,73,7,writer,creator,6,14,Herb Meadow,1911,1995,"writer,producer"
tt56794914,A Memory of Candy Stripes,A Memory of Candy Stripes,1962,60,Drama,9.0,8,9,cinematographer,director of photography,1,14,Ted Voigtlander,1913,1988,"cinematographer,camera_department"
tt33230153,For the Ladybug One Dozen Roses,For the Ladybug One Dozen Roses,1962,60,Drama,8.6,11,8,cinematographer,director of photography,1,22,Ted Voigtlander,1913,1988,"cinematographer,camera_department"
tt20613062,I Hear America Singing,I Hear America Singing,1962,60,Drama,8.6,9,10,cinematographer,director of photography,2,11,Ted Voigtlander,1913,1988,"cinematographer,camera_department"
tt60524515,In the Name of Love a Small Corruption,In the Name of Love a Small Corruption,1962,60,Drama,7.4,7,10,cinematographer,director of photography,2,3,Ted Voigtlander,1913,1988,"cinematographer,camera_department"
